text,start,end,imdbid,imdbid_pe,season,episode,scaled_end,scaled_start,duration,tvad_name,tvad_index,bboxes,pred_ids
"Joey glances at Ross, then leans forward.",514.384,516.605,tt0108778,tt0583615,3,18,516.605,514.384,2.221,friends_s03e18_seg02_clip_05,"[120, 121, 121, 122, 122, 123, 123, 124, 124, 124, 125, 125, 126, 126, 127, 127]","[[[449, 116, 497, 177], [149, 124, 193, 187]], [[149, 123, 192, 184], [452, 114, 499, 175]], [[149, 123, 192, 184], [452, 114, 499, 175]], [[449, 115, 495, 175], [150, 125, 192, 187], [611, 146, 630, 171]], [[449, 115, 495, 175], [150, 125, 192, 187], [611, 146, 630, 171]], [[149, 125, 192, 188], [445, 117, 493, 177]], [[149, 125, 192, 188], [445, 117, 493, 177]], [[451, 119, 498, 182], [148, 125, 191, 186]], [[451, 119, 498, 182], [148, 125, 191, 186]], [[451, 119, 498, 182], [148, 125, 191, 186]], [[461, 113, 510, 178], [145, 125, 188, 186]], [[461, 113, 510, 178], [145, 125, 188, 186]], [[470, 111, 520, 177], [139, 125, 182, 185]], [[470, 111, 520, 177], [139, 125, 182, 185]], [[474, 112, 524, 179], [147, 122, 189, 182]], [[474, 112, 524, 179], [147, 122, 189, 182]]]","{'nm0001455': [(0, 0), (1, 1), (2, 1), (3, 0), (4, 0), (5, 1), (6, 1), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0001710': [(0, 1), (1, 0), (2, 0), (3, 1), (4, 1), (5, 0), (6, 0), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)]}"
She stops them from swiveling away.,543.37,544.768,tt0108778,tt0583615,3,18,545.069,543.069,2.0,friends_s03e18_seg02_clip_06,"[17, 18, 18, 18, 19, 19, 20, 20, 20, 21, 21, 22, 22, 22, 23, 23]","[[[139, 142, 177, 198], [441, 73, 468, 115]], [[164, 143, 204, 202], [379, 70, 408, 113]], [[164, 143, 204, 202], [379, 70, 408, 113]], [[164, 143, 204, 202], [379, 70, 408, 113]], [[176, 153, 214, 209], [307, 85, 335, 127]], [[176, 153, 214, 209], [307, 85, 335, 127]], [[184, 152, 222, 208]], [[184, 152, 222, 208]], [[184, 152, 222, 208]], [[219, 157, 261, 208]], [[219, 157, 261, 208]], [[209, 154, 250, 207], [266, 99, 296, 143]], [[209, 154, 250, 207], [266, 99, 296, 143]], [[209, 154, 250, 207], [266, 99, 296, 143]], [[195, 153, 232, 206]], [[195, 153, 232, 206]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0)]}"
He tosses his briefcase on the table.,601.095,602.802,tt0108778,tt0583615,3,18,602.948,600.948,2.0,friends_s03e18_seg02_clip_07,"[17, 18, 18, 18, 19, 19, 20, 20, 20, 21, 21, 22, 22, 22, 23, 23]","[[[164, 68, 210, 131], [380, 108, 418, 167]], [[187, 66, 235, 129], [380, 108, 418, 167]], [[187, 66, 235, 129], [380, 108, 418, 167]], [[187, 66, 235, 129], [380, 108, 418, 167]], [[216, 62, 263, 125], [377, 108, 414, 169]], [[216, 62, 263, 125], [377, 108, 414, 169]], [[237, 64, 283, 127], [375, 109, 413, 169]], [[237, 64, 283, 127], [375, 109, 413, 169]], [[237, 64, 283, 127], [375, 109, 413, 169]], [[264, 67, 320, 131], [375, 110, 412, 170]], [[264, 67, 320, 131], [375, 110, 412, 170]], [[252, 59, 303, 122], [374, 111, 411, 171]], [[252, 59, 303, 122], [374, 111, 411, 171]], [[252, 59, 303, 122], [374, 111, 411, 171]], [[228, 49, 280, 114], [374, 110, 413, 171]], [[228, 49, 280, 114], [374, 110, 413, 171]]]","{'nm0001612': [(0, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Joey bursts in and dances around.,213.949,215.969,tt0108778,tt0583654,3,19,215.969,213.949,2.02,friends_s03e19_seg02_clip_01,"[92, 93, 93, 93, 94, 94, 95, 95, 95, 96, 96, 97, 97, 97, 98, 98]","[[[230, 105, 326, 237]], [[323, 84, 400, 182]], [[323, 84, 400, 182]], [[323, 84, 400, 182]], [[328, 79, 409, 180]], [[328, 79, 409, 180]], [[339, 72, 418, 174]], [[339, 72, 418, 174]], [[339, 72, 418, 174]], [[354, 89, 435, 188]], [[354, 89, 435, 188]], [[353, 88, 434, 189]], [[353, 88, 434, 189]], [[353, 88, 434, 189]], [[352, 93, 433, 190]], [[352, 93, 433, 190]]]","{'nm0001612': [(0, 0)], 'nm0001073': [(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
He heads out into the hall and closes the door behind him.,225.525,228.286,tt0108778,tt0583654,3,19,228.286,225.525,2.761,friends_s03e19_seg02_clip_01,"[127, 127, 128, 128, 129, 130, 130, 131, 131, 132, 132, 133, 133, 134, 135, 135]","[[[283, 90, 368, 212]], [[283, 90, 368, 212]], [[286, 91, 374, 216]], [[286, 91, 374, 216]], [[290, 88, 374, 209]], [[280, 76, 362, 193], [528, 256, 544, 280]], [[280, 76, 362, 193], [528, 256, 544, 280]], [[250, 71, 328, 183], [530, 256, 545, 280]], [[250, 71, 328, 183], [530, 256, 545, 280]], [[304, 99, 384, 199]], [[304, 99, 384, 199]], [[299, 100, 379, 199]], [[299, 100, 379, 199]], [[295, 98, 376, 198]], [[296, 95, 375, 196]], [[296, 95, 375, 196]]]","{'nm0001612': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0)], 'nm0001073': [(9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Joey sets his bag down and peels off his coat as he gazes at a woman in front of him.,245.431,249.473,tt0108778,tt0583654,3,19,249.473,245.431,4.042,friends_s03e19_seg02_clip_01,"[186, 187, 188, 189, 190, 190, 191, 192, 193, 194, 194, 195, 196, 197, 198, 198]","[[[342, 91, 368, 120], [254, 168, 285, 225], [193, 418, 254, 477], [394, 120, 417, 150], [234, 112, 258, 142]], [[315, 84, 338, 113], [358, 111, 382, 143], [212, 109, 235, 136]], [[275, 74, 301, 106], [162, 143, 198, 193]], [[165, 78, 200, 121], [316, 108, 349, 150], [569, 105, 587, 128], [307, 118, 338, 158]], [[191, 79, 227, 125], [348, 115, 381, 158], [83, 36, 103, 67]], [[191, 79, 227, 125], [348, 115, 381, 158], [83, 36, 103, 67]], [[203, 75, 239, 122], [117, 36, 139, 73], [358, 122, 394, 165], [362, 105, 415, 159]], [[185, 76, 223, 125], [134, 45, 158, 83], [389, 103, 424, 148], [614, 105, 632, 132], [364, 105, 412, 161]], [[166, 77, 204, 128], [373, 118, 411, 163]], [[181, 79, 217, 129], [389, 119, 424, 163], [277, 61, 300, 91]], [[181, 79, 217, 129], [389, 119, 424, 163], [277, 61, 300, 91]], [[207, 80, 243, 128], [404, 117, 439, 161], [154, 37, 169, 58]], [[200, 82, 236, 131], [414, 119, 446, 164], [229, 64, 251, 93], [154, 37, 170, 58]], [[181, 83, 219, 134], [413, 126, 446, 170], [376, 68, 396, 92], [156, 38, 172, 58]], [[292, 113, 374, 212], [16, 99, 85, 223]], [[292, 113, 374, 212], [16, 99, 85, 223]]]","{'nm0001455': [(7, 0), (8, 0), (11, 0), (12, 0), (13, 0)]}"
"She eyes him, then walks off.",285.156,286.816,tt0108778,tt0583654,3,19,286.986,284.986,2.0,friends_s03e19_seg02_clip_02,"[107, 108, 108, 108, 109, 109, 110, 110, 110, 111, 111, 112, 112, 112, 113, 113]","[[[380, 98, 458, 200], [235, 71, 281, 180]], [[378, 99, 455, 201], [216, 52, 266, 170]], [[378, 99, 455, 201], [216, 52, 266, 170]], [[378, 99, 455, 201], [216, 52, 266, 170]], [[378, 100, 455, 201], [225, 57, 271, 172]], [[378, 100, 455, 201], [225, 57, 271, 172]], [[378, 100, 454, 201], [224, 59, 274, 170], [499, 225, 526, 258]], [[378, 100, 454, 201], [224, 59, 274, 170], [499, 225, 526, 258]], [[378, 100, 454, 201], [224, 59, 274, 170], [499, 225, 526, 258]], [[378, 101, 454, 202], [239, 85, 297, 198], [499, 225, 527, 258]], [[378, 101, 454, 202], [239, 85, 297, 198], [499, 225, 527, 258]], [[381, 100, 457, 202], [307, 96, 380, 221]], [[381, 100, 457, 202], [307, 96, 380, 221]], [[381, 100, 457, 202], [307, 96, 380, 221]], [[206, 117, 249, 165], [145, 38, 159, 51], [454, 102, 467, 121], [521, 100, 538, 120]], [[206, 117, 249, 165], [145, 38, 159, 51], [454, 102, 467, 121], [521, 100, 538, 120]]]","{'nm0000539': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0)], 'nm0001455': [(9, 1), (10, 1), (14, 0), (15, 0)]}"
She turns back with a scrutinizing stare.,287.437,289.357,tt0108778,tt0583654,3,19,289.397,287.397,2.0,friends_s03e19_seg02_clip_02,"[114, 115, 115, 116, 116, 116, 117, 117, 118, 118, 118, 119, 119, 120, 120, 120]","[[[206, 116, 249, 162], [520, 98, 536, 119], [147, 38, 160, 52], [464, 102, 478, 124]], [[214, 106, 257, 152], [521, 97, 537, 118], [145, 35, 159, 50]], [[214, 106, 257, 152], [521, 97, 537, 118], [145, 35, 159, 50]], [[228, 97, 268, 146], [153, 32, 168, 48], [385, 103, 410, 137], [470, 117, 488, 136], [520, 144, 537, 167]], [[228, 97, 268, 146], [153, 32, 168, 48], [385, 103, 410, 137], [470, 117, 488, 136], [520, 144, 537, 167]], [[228, 97, 268, 146], [153, 32, 168, 48], [385, 103, 410, 137], [470, 117, 488, 136], [520, 144, 537, 167]], [[240, 88, 276, 139], [474, 115, 490, 135], [353, 115, 385, 153], [177, 30, 192, 45]], [[240, 88, 276, 139], [474, 115, 490, 135], [353, 115, 385, 153], [177, 30, 192, 45]], [[232, 85, 275, 135], [534, 96, 551, 119], [201, 32, 217, 48]], [[232, 85, 275, 135], [534, 96, 551, 119], [201, 32, 217, 48]], [[232, 85, 275, 135], [534, 96, 551, 119], [201, 32, 217, 48]], [[251, 80, 294, 133], [552, 99, 566, 119]], [[251, 80, 294, 133], [552, 99, 566, 119]], [[294, 82, 340, 133]], [[294, 82, 340, 133]], [[294, 82, 340, 133]]]","{'nm0001455': [(0, 0), (6, 0), (7, 0)]}"
He attempts a modest smile.,292.057,293.538,tt0108778,tt0583654,3,19,293.798,291.798,2.0,friends_s03e19_seg02_clip_02,"[128, 128, 128, 129, 129, 130, 130, 130, 131, 131, 132, 132, 132, 133, 133, 134]","[[[331, 63, 412, 168]], [[331, 63, 412, 168]], [[331, 63, 412, 168]], [[324, 69, 409, 168]], [[324, 69, 409, 168]], [[389, 55, 467, 158]], [[389, 55, 467, 158]], [[389, 55, 467, 158]], [[435, 61, 512, 164]], [[435, 61, 512, 164]], [[424, 58, 504, 162]], [[424, 58, 504, 162]], [[424, 58, 504, 162]], [[393, 54, 474, 161]], [[393, 54, 474, 161]], [[357, 61, 438, 163]]]","{'nm0001455': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Joey stands in his kitchen.,386.097,387.478,tt0108778,tt0583654,3,19,387.788,385.788,2.0,friends_s03e19_seg02_clip_04,"[58, 59, 59, 60, 60, 60, 61, 61, 62, 62, 62, 63, 63, 64, 64, 64]","[[[208, 91, 290, 198], [328, 153, 375, 247]], [[172, 102, 221, 178], [413, 101, 465, 181]], [[172, 102, 221, 178], [413, 101, 465, 181]], [[421, 112, 475, 190], [172, 103, 221, 178]], [[421, 112, 475, 190], [172, 103, 221, 178]], [[421, 112, 475, 190], [172, 103, 221, 178]], [[170, 105, 222, 178], [425, 114, 479, 192]], [[170, 105, 222, 178], [425, 114, 479, 192]], [[151, 105, 208, 179], [427, 114, 480, 190]], [[151, 105, 208, 179], [427, 114, 480, 190]], [[151, 105, 208, 179], [427, 114, 480, 190]], [[426, 113, 479, 190], [149, 108, 205, 180]], [[426, 113, 479, 190], [149, 108, 205, 180]], [[426, 113, 479, 189], [151, 117, 208, 186]], [[426, 113, 479, 189], [151, 117, 208, 186]], [[426, 113, 479, 189], [151, 117, 208, 186]]]","{'nm0001435': [(0, 0), (1, 0), (2, 0), (3, 1), (4, 1), (5, 1), (8, 0), (9, 0), (10, 0), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)], 'nm0000098': [(1, 1), (2, 1), (3, 0), (4, 0), (5, 0), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Ross swaggers in with a triumphant smile.,401.061,403.101,tt0108778,tt0583654,3,19,403.101,401.061,2.04,friends_s03e19_seg02_clip_04,"[104, 105, 105, 105, 106, 106, 107, 107, 108, 108, 108, 109, 109, 110, 110, 110]","[[[140, 195, 199, 270], [508, 154, 561, 206]], [[140, 195, 199, 271], [510, 154, 561, 205]], [[140, 195, 199, 271], [510, 154, 561, 205]], [[140, 195, 199, 271], [510, 154, 561, 205]], [[140, 195, 199, 271], [514, 152, 564, 205], [391, 90, 428, 178]], [[140, 195, 199, 271], [514, 152, 564, 205], [391, 90, 428, 178]], [[142, 195, 199, 270], [414, 75, 456, 165]], [[142, 195, 199, 270], [414, 75, 456, 165]], [], [], [], [[435, 80, 485, 148]], [[435, 80, 485, 148]], [[419, 72, 469, 142]], [[419, 72, 469, 142]], [[419, 72, 469, 142]]]","{'nm0001612': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0)], 'nm0001710': [(11, 0), (12, 0)]}"
He strolls past her into the living room.,448.936,450.858,tt0108778,tt0583654,3,19,450.897,448.897,2.0,friends_s03e19_seg02_clip_05,"[77, 77, 78, 78, 78, 79, 79, 80, 80, 80, 81, 81, 82, 82, 82, 83]","[[[326, 107, 347, 133], [268, 52, 321, 119]], [[326, 107, 347, 133], [268, 52, 321, 119]], [[333, 40, 386, 116]], [[333, 40, 386, 116]], [[333, 40, 386, 116]], [[357, 25, 416, 103], [253, 104, 273, 133]], [[357, 25, 416, 103], [253, 104, 273, 133]], [[405, 24, 465, 110], [216, 106, 238, 132]], [[405, 24, 465, 110], [216, 106, 238, 132]], [[405, 24, 465, 110], [216, 106, 238, 132]], [[189, 108, 210, 134], [489, 5, 543, 99]], [[189, 108, 210, 134], [489, 5, 543, 99]], [[566, 0, 613, 98], [162, 105, 185, 132]], [[566, 0, 613, 98], [162, 105, 185, 132]], [[566, 0, 613, 98], [162, 105, 185, 132]], [[144, 105, 166, 132]]]","{'nm0001710': [(0, 1), (1, 1), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 1), (11, 1)]}"
She holds a filing box out to him.,457.041,458.742,tt0108778,tt0583654,3,19,458.892,456.892,2.0,friends_s03e19_seg02_clip_05,"[101, 101, 102, 102, 102, 103, 103, 104, 104, 104, 105, 105, 106, 106, 106, 107]","[[[208, 113, 240, 155], [518, 63, 556, 121]], [[208, 113, 240, 155], [518, 63, 556, 121]], [[169, 101, 204, 153], [430, 69, 468, 126]], [[169, 101, 204, 153], [430, 69, 468, 126]], [[169, 101, 204, 153], [430, 69, 468, 126]], [[183, 106, 217, 153], [400, 86, 440, 141]], [[183, 106, 217, 153], [400, 86, 440, 141]], [[184, 106, 218, 158], [390, 90, 435, 145]], [[184, 106, 218, 158], [390, 90, 435, 145]], [[184, 106, 218, 158], [390, 90, 435, 145]], [[411, 97, 480, 189]], [[411, 97, 480, 189]], [[412, 87, 480, 180]], [[412, 87, 480, 180]], [[412, 87, 480, 180]], [[417, 82, 484, 178]]]","{'nm0001710': [(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
He finds a dinosaur mug in the box.,487.668,490.41,tt0108778,tt0583654,3,19,490.41,487.668,2.742,friends_s03e19_seg02_clip_06,"[13, 14, 14, 15, 15, 16, 16, 17, 18, 18, 19, 19, 20, 20, 21, 21]","[[[264, 65, 335, 176]], [[293, 73, 366, 179]], [[293, 73, 366, 179]], [[263, 103, 301, 162]], [[263, 103, 301, 162]], [[262, 95, 301, 158]], [[262, 95, 301, 158]], [[272, 96, 313, 158]], [[255, 98, 297, 156]], [[255, 98, 297, 156]], [[234, 91, 276, 151]], [[234, 91, 276, 151]], [[255, 85, 303, 147]], [[255, 85, 303, 147]], [[272, 65, 355, 182]], [[272, 65, 355, 182]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (14, 0), (15, 0)], 'nm0000098': [(3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (10, 0), (11, 0)]}"
Ross strips off his sweater and puts the white t-shirt on.,564.588,567.269,tt0108778,tt0583654,3,19,567.269,564.588,2.681,friends_s03e19_seg02_clip_07,"[58, 59, 59, 60, 60, 61, 61, 62, 62, 63, 63, 64, 65, 65, 66, 66]","[[[302, 70, 371, 171]], [[303, 71, 372, 172]], [[303, 71, 372, 172]], [[305, 71, 373, 171]], [[305, 71, 373, 171]], [[304, 72, 372, 171]], [[304, 72, 372, 171]], [[306, 73, 374, 173]], [[306, 73, 374, 173]], [[309, 74, 377, 175]], [[309, 74, 377, 175]], [[540, 138, 590, 250]], [[538, 128, 598, 253]], [[538, 128, 598, 253]], [[536, 128, 600, 252]], [[536, 128, 600, 252]]]","{'nm0000098': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (14, 0), (15, 0)]}"
"It stretches across his chest and clings to his body, distorting the words, Frankie say relax.",567.849,572.911,tt0108778,tt0583654,3,19,572.911,567.849,5.062,friends_s03e19_seg02_clip_07,"[68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83]","[[[161, 57, 238, 159], [543, 135, 601, 250]], [[548, 133, 604, 250], [153, 75, 222, 163]], [[131, 67, 197, 169], [550, 133, 605, 250]], [[166, 83, 239, 180], [551, 134, 605, 250]], [[220, 71, 294, 185], [551, 133, 605, 250]], [[133, 59, 211, 174], [551, 135, 605, 249]], [[112, 79, 183, 194], [546, 131, 604, 249], [510, 429, 545, 475]], [[154, 89, 228, 193], [544, 134, 602, 249]], [[170, 72, 248, 190], [539, 136, 598, 248]], [[106, 79, 179, 185], [534, 135, 588, 249]], [[86, 71, 158, 182], [528, 137, 582, 249]], [[91, 70, 162, 182], [527, 137, 582, 249]], [[93, 69, 165, 181], [531, 134, 585, 248]], [[93, 70, 165, 182], [533, 133, 588, 249]], [[391, 75, 464, 174]], [[387, 77, 460, 175]]]","{'nm0001710': [(3, 0), (4, 0), (6, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0)], 'nm0000098': [(14, 0), (15, 0)]}"
He picks up the box.,573.592,574.532,tt0108778,tt0583654,3,19,575.062,573.062,2.0,friends_s03e19_seg02_clip_07,"[83, 84, 84, 85, 85, 85, 86, 86, 87, 87, 87, 88, 88, 89, 89, 89]","[[[387, 77, 460, 175]], [[387, 76, 460, 173]], [[387, 76, 460, 173]], [[388, 73, 462, 172]], [[388, 73, 462, 172]], [[388, 73, 462, 172]], [[388, 74, 461, 173]], [[388, 74, 461, 173]], [[388, 75, 461, 174]], [[388, 75, 461, 174]], [[388, 75, 461, 174]], [[78, 104, 145, 202], [488, 119, 537, 223]], [[78, 104, 145, 202], [488, 119, 537, 223]], [[100, 131, 167, 234], [482, 120, 532, 224]], [[100, 131, 167, 234], [482, 120, 532, 224]], [[100, 131, 167, 234], [482, 120, 532, 224]]]","{'nm0000098': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0)], 'nm0001710': [(11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
He turns and flourishes his hand as he walks off without closing it.,591.48,594.701,tt0108778,tt0583654,3,19,594.701,591.48,3.221,friends_s03e19_seg02_clip_07,"[138, 139, 140, 140, 141, 142, 142, 143, 144, 144, 145, 146, 146, 147, 147, 148]","[[[321, 90, 357, 144]], [[270, 73, 309, 126]], [[235, 66, 273, 117]], [[235, 66, 273, 117]], [[209, 85, 245, 129]], [], [], [[330, 98, 355, 135]], [[315, 65, 395, 175]], [[315, 65, 395, 175]], [[310, 65, 390, 175]], [[308, 64, 387, 175]], [[308, 64, 387, 175]], [[306, 63, 385, 175]], [[306, 63, 385, 175]], [[303, 64, 382, 175]]]","{'nm0000098': [(8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
"At Central Perk, the group stares at Pete.",595.462,598.602,tt0108778,tt0583654,3,19,598.602,595.462,3.14,friends_s03e19_seg02_clip_07,"[150, 151, 152, 152, 153, 153, 154, 155, 155, 156, 157, 157, 158, 159, 159, 160]","[[[298, 63, 377, 176]], [[297, 64, 376, 176]], [[289, 70, 374, 177]], [[289, 70, 374, 177]], [], [], [], [], [], [], [], [], [], [[457, 183, 488, 222], [83, 121, 111, 157], [545, 208, 573, 246], [316, 172, 343, 206], [254, 52, 277, 83], [158, 61, 175, 87], [223, 45, 242, 73], [478, 266, 504, 320]], [[457, 183, 488, 222], [83, 121, 111, 157], [545, 208, 573, 246], [316, 172, 343, 206], [254, 52, 277, 83], [158, 61, 175, 87], [223, 45, 242, 73], [478, 266, 504, 320]], [[457, 182, 488, 222], [83, 121, 111, 158], [546, 207, 575, 246], [316, 173, 343, 206], [252, 54, 274, 83], [220, 44, 241, 73], [158, 61, 175, 87], [476, 268, 500, 321]]]","{'nm0000098': [(0, 0), (1, 0)], 'nm0001455': [(13, 1), (14, 1), (15, 1)]}"
Pete shrugs.,600.503,601.123,tt0108778,tt0583654,3,19,601.813,599.813,2.0,friends_s03e19_seg02_clip_07,"[163, 164, 164, 165, 165, 165, 166, 166, 167, 167, 167, 168, 168, 169, 169, 169]","[[[461, 181, 491, 219], [558, 199, 591, 240], [85, 123, 114, 158], [316, 173, 343, 207], [249, 53, 268, 84], [155, 61, 172, 88], [550, 63, 566, 90], [222, 47, 240, 72], [477, 270, 499, 321]], [[546, 200, 578, 240], [85, 124, 113, 159], [462, 177, 492, 217], [315, 173, 342, 207], [248, 53, 267, 83], [154, 61, 172, 88], [221, 47, 239, 74], [546, 65, 561, 91], [475, 269, 499, 320]], [[546, 200, 578, 240], [85, 124, 113, 159], [462, 177, 492, 217], [315, 173, 342, 207], [248, 53, 267, 83], [154, 61, 172, 88], [221, 47, 239, 74], [546, 65, 561, 91], [475, 269, 499, 320]], [[279, 65, 378, 211]], [[279, 65, 378, 211]], [[279, 65, 378, 211]], [[285, 63, 384, 208]], [[285, 63, 384, 208]], [[300, 62, 399, 210]], [[300, 62, 399, 210]], [[300, 62, 399, 210]], [[300, 60, 399, 208]], [[300, 60, 399, 208]], [[302, 60, 401, 206]], [[302, 60, 401, 206]], [[302, 60, 401, 206]]]","{'nm0001435': [(0, 0), (1, 2), (2, 2)], 'nm0001455': [(0, 2), (1, 1), (2, 1)], 'nm0269463': [(3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Pete shifts in his seat and stands.,625.71,628.232,tt0108778,tt0583654,3,19,628.232,625.71,2.522,friends_s03e19_seg02_clip_08,"[64, 65, 65, 66, 66, 67, 67, 68, 68, 69, 69, 70, 70, 71, 71, 72]","[[[270, 89, 377, 223]], [[406, 157, 471, 251], [157, 91, 215, 204]], [[406, 157, 471, 251], [157, 91, 215, 204]], [[420, 159, 484, 250], [150, 87, 206, 199]], [[420, 159, 484, 250], [150, 87, 206, 199]], [[434, 157, 499, 251], [147, 85, 204, 196]], [[434, 157, 499, 251], [147, 85, 204, 196]], [[434, 157, 500, 252], [145, 82, 203, 197]], [[434, 157, 500, 252], [145, 82, 203, 197]], [[433, 157, 499, 252], [144, 69, 209, 196]], [[433, 157, 499, 252], [144, 69, 209, 196]], [[433, 158, 499, 252], [145, 75, 208, 199]], [[433, 158, 499, 252], [145, 75, 208, 199]], [[315, 62, 412, 206]], [[315, 62, 412, 206]], [[313, 66, 412, 205]]]","{'nm0001455': [(0, 0), (1, 1), (2, 1), (3, 1), (4, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)], 'nm0001612': [(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0)], 'nm0269463': [(13, 0), (14, 0), (15, 0)]}"
